HA Segment_Id	strain	virus	isolate_id	date	region	country	division	location	host	domestic_status
EPI2017007|Seq4 [organism=Influenza A virus](A/chicken/Iowa/22-008373-001-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) gene, compl	A/chicken/Iowa/22-008373-001/2022	avian_flu	EPI_ISL_11971475	2022-03-19	North America	United States	Iowa	Warren	Chicken	NA
EPI2016975|Seq4 [organism=Influenza A virus](A/chicken/Maine/22-008367-001-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) gene, comp	A/chicken/Maine/22-008367-001/2022	avian_flu	EPI_ISL_11971471	2022-03-18	North America	United States	Maine	York	Chicken	NA
EPI2016967|Seq4 [organism=Influenza A virus](A/chicken/Maine/22-008366-001-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) gene, comp	A/chicken/Maine/22-008366-001/2022	avian_flu	EPI_ISL_11971470	2022-03-18	North America	United States	Maine	Knox	Chicken	NA
EPI2016959|Seq4 [organism=Influenza A virus](A/chicken/Kansas/22-008259-002-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) gene, com	A/chicken/Kansas/22-008259-002/2022	avian_flu	EPI_ISL_11971469	2022-03-16	North America	United States	Kansas	Dickinson	Chicken	NA
EPI2016951|Seq4 [organism=Influenza A virus](A/chicken/Kansas/22-008259-001-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) gene, com	A/chicken/Kansas/22-008259-001/2022	avian_flu	EPI_ISL_11971468	2022-03-16	North America	United States	Kansas	Dickinson	Chicken	NA
EPI2540364|A/Gallus_gallus/Belgium/14828_0003/2022	A/Gallus_gallus/Belgium/14828_0003/2022	avian_flu	EPI_ISL_17606778	2022-12-27	Europe	Belgium	Provincie West-Vlaanderen	Houthulst	Gallus gallus	Domestic
EPI2540356|A/Gallus_gallus/Belgium/14642_0002/2022	A/Gallus_gallus/Belgium/14642_0002/2022	avian_flu	EPI_ISL_17606777	2022-12-19	Europe	Belgium	Province de Luxembourg	Durbuy	Gallus gallus	Domestic
EPI2540289|A/Gallus_gallus/Belgium/02824_0001/2023	A/Gallus_gallus/Belgium/02824_0001/2023	avian_flu	EPI_ISL_17606260	2023-03-22	Europe	Belgium	Provincie Oost-Vlaanderen	Erpe-Mere	Gallus gallus	Domestic
EPI2129840|A/Gallus_gallus/Belgium/9548_0001/2022	A/Gallus_gallus/Belgium/9548_0001/2022	avian_flu	EPI_ISL_14494933	2022-08-03	Europe	Belgium	Provincie West-Vlaanderen	Roeselare	Gallus gallus	Domestic
EPI3115097|A/duck/Austria/24014885-014/2024	A/duck/Austria/24014885-014/2024	avian_flu	EPI_ISL_18983110	2024-02-02	Europe	Austria	Lower Austria	NA	Duck	NA
EPI2973654|A/duck/France/INRAE-22315/2022_HA	A/duck/France/INRAE-22315/2022	avian_flu	EPI_ISL_18851797	2022-04-24	Europe	France	NA	NA	Duck	NA
EPI2973653|A/duck/France/INRAE-22327/2022_HA	A/duck/France/INRAE-22327/2022	avian_flu	EPI_ISL_18851796	2022-05-05	Europe	France	NA	NA	Duck	NA
EPI2973652|A/duck/France/INRAE-22381/2022_HA	A/duck/France/INRAE-22381/2022	avian_flu	EPI_ISL_18851795	2022-05-12	Europe	France	NA	NA	Duck	NA
EPI2959054|0000019	A/duck/Korea/D448-N1/2023(H5N1)	avian_flu	EPI_ISL_18819960	2023-12-03	Asia	Korea, Republic of	NA	NA	Duck	NA
EPI2958934|AD502_HA_consensus	A/duck/Korea/D502/2023(H5N1)	avian_flu	EPI_ISL_18819797	2023-12-20	Asia	Korea, Republic of	Jeolla-do	NA	Duck	NA
EPI2885793|A/duck/Chiba/21CC/3T/2022(ha), EPI2885794|A/duck/Chiba/21CC/3T/2022(ha)	A/duck/Chiba/21CC/3T/2022	avian_flu	EPI_ISL_18720800	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2885778|A/duck/Chiba/21CB/8T/2022(ha), EPI2885779|A/duck/Chiba/21CB/8T/2022(ha)	A/duck/Chiba/21CB/8T/2022	avian_flu	EPI_ISL_18720799	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2885763|A/duck/Chiba/21CA/3T/2022(ha), EPI2885765|A/duck/Chiba/21CA/3T/2022(ha)	A/duck/Chiba/21CA/3T/2022	avian_flu	EPI_ISL_18720798	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2885747|A/duck/Chiba/21C5T/2022(ha), EPI2885748|A/duck/Chiba/21C5T/2022(ha)	A/duck/Chiba/21C5T/2022	avian_flu	EPI_ISL_18720797	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2885732|A/duck/Chiba/21C4T/2022(ha), EPI2885733|A/duck/Chiba/21C4T/2022(ha)	A/duck/Chiba/21C4T/2022	avian_flu	EPI_ISL_18720796	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2885717|A/duck/Chiba/21C3T/2022(ha), EPI2885719|A/duck/Chiba/21C3T/2022(ha)	A/duck/Chiba/21C3T/2022	avian_flu	EPI_ISL_18720795	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2885702|A/duck/Chiba/21C1T/2022(ha), EPI2885704|A/duck/Chiba/21C1T/2022(ha)	A/duck/Chiba/21C1T/2022	avian_flu	EPI_ISL_18720794	2022-01-26	Asia	Japan	Chiba	NA	Duck	NA
EPI2704277|A/Redhead/Michigan/USDA-009361-009/2022_HA	A/Redhead/Michigan/USDA-009361-009/2022	avian_flu	EPI_ISL_18132421	2022-03-23	North America	United States	Michigan	NA	Duck	NA
EPI2704209|A/Redhead/Michigan/USDA-009361-004/2022_HA	A/Redhead/Michigan/USDA-009361-004/2022	avian_flu	EPI_ISL_18132412	2022-03-23	North America	United States	Michigan	NA	Duck	NA
EPI2704182|A/Muscovy Duck/Florida/USDA-010679-002/2022_HA	A/Muscovy Duck/Florida/USDA-010679-002/2022	avian_flu	EPI_ISL_18132409	2022-04-04	North America	United States	Florida	NA	Duck	NA
EPI2704177|A/Redhead/Michigan/USDA-009361-007/2022_HA	A/Redhead/Michigan/USDA-009361-007/2022	avian_flu	EPI_ISL_18132408	2022-03-23	North America	United States	Michigan	NA	Duck	NA
EPI2704150|A/Muscovy Duck/Florida/USDA-010679-003/2022_HA	A/Muscovy Duck/Florida/USDA-010679-003/2022	avian_flu	EPI_ISL_18132405	2022-04-04	North America	United States	Florida	NA	Duck	NA
EPI2704144|A/Redhead/Michigan/USDA-009361-008/2022_HA	A/Redhead/Michigan/USDA-009361-008/2022	avian_flu	EPI_ISL_18132404	2022-03-23	North America	United States	Michigan	NA	Duck	NA
EPI2704118|A/Muscovy Duck/Florida/USDA-010682-002/2022_HA	A/Muscovy Duck/Florida/USDA-010682-002/2022	avian_flu	EPI_ISL_18132401	2022-04-05	North America	United States	Florida	NA	Duck	NA
EPI2704086|A/Muscovy Duck/Florida/USDA-010682-003/2022_HA	A/Muscovy Duck/Florida/USDA-010682-003/2022	avian_flu	EPI_ISL_18132397	2022-04-05	North America	United States	Florida	NA	Duck	NA
EPI2704055|A/Muscovy Duck/Florida/USDA-011808-001/2022_HA	A/Muscovy Duck/Florida/USDA-011808-001/2022	avian_flu	EPI_ISL_18132393	2022-04-13	North America	United States	Florida	NA	Duck	NA
EPI2704023|A/Muscovy Duck/Florida/USDA-011808-002/2022_HA	A/Muscovy Duck/Florida/USDA-011808-002/2022	avian_flu	EPI_ISL_18132389	2022-04-13	North America	United States	Florida	NA	Duck	NA
EPI2703992|A/Muscovy Duck/Florida/USDA-011808-004/2022_HA	A/Muscovy Duck/Florida/USDA-011808-004/2022	avian_flu	EPI_ISL_18132385	2022-04-13	North America	United States	Florida	NA	Duck	NA
EPI2703911|A/Ring-necked Duck/Michigan/USDA-009361-006/2022_HA	A/Ring-necked Duck/Michigan/USDA-009361-006/2022	avian_flu	EPI_ISL_18132374	2022-03-23	North America	United States	Michigan	NA	Duck	NA
EPI2703896|A/Northern Pintail/North Carolina/USDA-001330-008/2022_HA	A/Northern Pintail/North Carolina/USDA-001330-008/2022	avian_flu	EPI_ISL_18132373	2022-01-08	North America	United States	North Carolina	NA	Duck	NA
EPI2703887|A/Redhead/New York/USDA-008835-006/2022_HA	A/Redhead/New York/USDA-008835-006/2022	avian_flu	EPI_ISL_18132371	2022-03-01	North America	United States	New York	NA	Duck	NA
EPI2703872|A/Northern Shoveler/Delaware/USDA-003933-001/2022_HA	A/Northern Shoveler/Delaware/USDA-003933-001/2022	avian_flu	EPI_ISL_18132370	2022-01-31	North America	United States	Delaware	NA	Duck	NA
EPI2703840|A/Northern Shoveler/North Carolina/USDA-001330-016/2022_HA	A/Northern Shoveler/North Carolina/USDA-001330-016/2022	avian_flu	EPI_ISL_18132366	2022-01-08	North America	United States	North Carolina	NA	Duck	NA
EPI2703808|A/Northern Shoveler/North Carolina/USDA-003831-019/2022_HA	A/Northern Shoveler/North Carolina/USDA-003831-019/2022	avian_flu	EPI_ISL_18132362	2022-01-29	North America	United States	North Carolina	NA	Duck	NA
EPI2666887|A/domestic_duck/England/097229/2023|HA	A/domestic_duck/England/097229/2023	avian_flu	EPI_ISL_18065341	2023-07-23	Europe	United Kingdom	England	NA	Duck	NA
EPI2666879|A/domestic_duck/England/097209/2023|HA	A/domestic_duck/England/097209/2023	avian_flu	EPI_ISL_18065340	2023-07-23	Europe	United Kingdom	England	NA	Duck	NA
EPI2649352|A/domestic_duck/Poland/H477-T/22_HA	A/domestic_duck/Poland/H477-T/2022	avian_flu	EPI_ISL_18033405	2022-12-28	Europe	Poland	NA	NA	Duck	NA
EPI2649351|A/domestic_duck/Poland/H487-T/22_HA	A/domestic_duck/Poland/H487-T/2022	avian_flu	EPI_ISL_18033404	2022-12-28	Europe	Poland	NA	NA	Duck	NA
EPI2649349|A/domestic_duck/Poland/H485-N/22_HA	A/domestic_duck/Poland/H485-N/2022	avian_flu	EPI_ISL_18033402	2022-12-29	Europe	Poland	NA	NA	Duck	NA
EPI2649347|A/domestic_duck/Poland/H31-T/23_HA	A/domestic_duck/Poland/H31-T/2023	avian_flu	EPI_ISL_18033400	2023-01-09	Europe	Poland	NA	NA	Duck	NA
EPI2648208|A/domestic_duck/Poland/H149-NM/2023_HA	A/domestic_duck/Poland/H149-NM/2023	avian_flu	EPI_ISL_18033202	2023-03-21	Europe	Poland	NA	NA	Duck	NA
EPI2648207|A/domestic_duck/Poland/H148-T1/2023_HA	A/domestic_duck/Poland/H148-T1/2023	avian_flu	EPI_ISL_18033201	2023-03-21	Europe	Poland	NA	NA	Duck	NA
EPI2648200|A/domestic_duck/Poland/H118-T4/2023_HA	A/domestic_duck/Poland/H118-T4/2023	avian_flu	EPI_ISL_18033194	2023-02-12	Europe	Poland	NA	NA	Duck	NA
EPI2648192|A/domestic_duck/Poland/H108-K3T1/2023_HA	A/domestic_duck/Poland/H108-K3T1/2023	avian_flu	EPI_ISL_18033186	2023-02-08	Europe	Poland	NA	NA	Duck	NA
EPI2648188|A/domestic_duck/Poland/H101-T2/2023_HA	A/domestic_duck/Poland/H101-T2/2023	avian_flu	EPI_ISL_18033182	2023-02-03	Europe	Poland	NA	NA	Duck	NA
EPI2648184|A/domestic_duck/Poland/H96-T6/2023_HA	A/domestic_duck/Poland/H96-T6/2023	avian_flu	EPI_ISL_18033178	2023-01-23	Europe	Poland	NA	NA	Duck	NA
EPI2648181|A/domestic_duck/Poland/H86-T1/2023_HA	A/domestic_duck/Poland/H86-T1/2023	avian_flu	EPI_ISL_18033175	2023-01-18	Europe	Poland	NA	NA	Duck	NA
EPI2648180|A/domestic_duck/Poland/H84-T1/2023_HA	A/domestic_duck/Poland/H84-T1/2023	avian_flu	EPI_ISL_18033174	2023-01-18	Europe	Poland	NA	NA	Duck	NA
EPI2648178|A/domestic_duck/Poland/H78-K2T1/2023_HA	A/domestic_duck/Poland/H78-K2T1/2023	avian_flu	EPI_ISL_18033172	2023-01-17	Europe	Poland	NA	NA	Duck	NA
EPI2648177|A/domestic_duck/Poland/H77-T1/2023_HA	A/domestic_duck/Poland/H77-T1/2023	avian_flu	EPI_ISL_18033171	2023-01-17	Europe	Poland	NA	NA	Duck	NA
EPI2648176|A/domestic_duck/Poland/H74-T1/2023_HA	A/domestic_duck/Poland/H74-T1/2023	avian_flu	EPI_ISL_18033170	2023-01-16	Europe	Poland	NA	NA	Duck	NA
EPI2648175|A/domestic_duck/Poland/H70-T1/2023_HA	A/domestic_duck/Poland/H70-T1/2023	avian_flu	EPI_ISL_18033169	2023-01-16	Europe	Poland	NA	NA	Duck	NA
EPI2648174|A/domestic_duck/Poland/H73-T1/2023_HA	A/domestic_duck/Poland/H73-T1/2023	avian_flu	EPI_ISL_18033168	2023-01-16	Europe	Poland	NA	NA	Duck	NA
EPI2648163|A/domestic_duck/Poland/H473-T/22_HA	A/domestic_duck/Poland/H473-T/22	avian_flu	EPI_ISL_18033157	2022-12-22	Europe	Poland	NA	NA	Duck	NA
EPI2648159|A/domestic_duck/Poland/H470-K2T/22_HA	A/domestic_duck/Poland/H470-K2T/22	avian_flu	EPI_ISL_18033153	2022-12-27	Europe	Poland	NA	NA	Duck	NA
EPI2648158|A/domestic_duck/Poland/H452-T/22_HA	A/domestic_duck/Poland/H452-T/22	avian_flu	EPI_ISL_18033152	2022-12-22	Europe	Poland	NA	NA	Duck	NA
EPI2648157|A/domestic_duck/Poland/H482-T/22_HA	A/domestic_duck/Poland/H482-T/22	avian_flu	EPI_ISL_18033151	2022-12-29	Europe	Poland	NA	NA	Duck	NA
EPI2648156|A/domestic_duck/Poland/H09-T/23_HA	A/domestic_duck/Poland/H09-T/23	avian_flu	EPI_ISL_18033150	2022-12-30	Europe	Poland	NA	NA	Duck	NA
EPI2648155|A/domestic_duck/Poland/H460-T/22_HA	A/domestic_duck/Poland/H460-T/22	avian_flu	EPI_ISL_18033149	2022-12-26	Europe	Poland	NA	NA	Duck	NA
EPI2648148|A/domestic_duck/Poland/H447/2022_HA	A/domestic_duck/Poland/H447/2022	avian_flu	EPI_ISL_18033142	2022-12-22	Europe	Poland	Greater Poland Voivodeship	NA	Duck	NA
EPI2648145|A/domestic_duck/Poland/H439/2022_HA	A/domestic_duck/Poland/H439/2022	avian_flu	EPI_ISL_18033139	2022-12-19	Europe	Poland	Lodz Voivodeship	NA	Duck	NA
EPI2648143|A/domestic_duck/Poland/H433/2022_HA	A/domestic_duck/Poland/H433/2022	avian_flu	EPI_ISL_18033137	2022-12-16	Europe	Poland	Warmian-Masurian_Voivodeship	NA	Duck	NA
EPI2647337|A/domestic_duck/Poland/H72-T1/2023	A/domestic_duck/Poland/H72-T1/2023	avian_flu	EPI_ISL_18032204	2023-01-16	Europe	Poland	Greater Poland Voivodeship	NA	Duck	Domestic
EPI2017167|Seq4 [organism=Influenza A virus](A/domestic duck/Michigan/22-008890-001-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) g	A/domestic duck/Michigan/22-008890-001/2022	avian_flu	EPI_ISL_11971495	2022-03-22	North America	United States	Michigan	Macomb	Duck	NA
EPI2886377|A/white-tailed eagle/Hokkaido/20220418002T/2022(ha)	A/white-tailed eagle/Hokkaido/20220418002T/2022	avian_flu	EPI_ISL_18720864	2022-04-18	Asia	Japan	Hokkaido	NA	Eagle	NA
EPI3243674|A/Buzzard/Norway/2024-07-136/2024	A/Buzzard/Norway/2024-07-136/2024	avian_flu	EPI_ISL_19081847	2024-04-09	Europe	Norway	Rogaland Fylke	Sandnes	Buteo buteo	Wild
EPI2100191|A/Common_Buzzard/Scotland/031887/2022|HA	A/Common_Buzzard/Scotland/031887/2022	avian_flu	EPI_ISL_13969420	2022-03-21	Europe	United Kingdom	Scotland	NA	Buteo buteo	NA
EPI2178598|A/white-tailed eagle/Sweden/SVA220629SZ0296/FB002045/I-2022	A/white-tailed eagle/Sweden/SVA220629SZ0296/FB002045/I-2022	avian_flu	EPI_ISL_14985602	2022-05-24	Europe	Sweden	Gotlands Lan	Gotlands Kommun	Halietus albicilla	Wild
EPI2415407|A/Branta_canadensis/Belgium/10598_0003/2022	A/Branta_canadensis/Belgium/10598_0003/2022	avian_flu	EPI_ISL_16984878	2022-08-29	Europe	Belgium	Provincie West-Vlaanderen	Meetkerke	Branta canadensis	Wild
EPI2557227|A/grey seal/Netherlands/30448/2023_HA	A/grey seal/Netherlands/30448/2023	avian_flu	EPI_ISL_17672783	NA	Europe	Netherlands	NA	NA	Seal	NA
EPI2557219|A/grey seal/Netherlands/302603/2023_HA	A/grey seal/Netherlands/302603/2023	avian_flu	EPI_ISL_17672782	NA	Europe	Netherlands	NA	NA	Seal	NA
EPI2557211|A/grey seal/Netherlands/302579/2023_HA	A/grey seal/Netherlands/302579/2023	avian_flu	EPI_ISL_17672781	NA	Europe	Netherlands	NA	NA	Seal	NA
EPI2188331|A/hooded merganser/Florida/W22-154/2022	A/hooded merganser/Florida/W22-154/2022	avian_flu	EPI_ISL_15215278	2022-03-01	North America	United States	NA	NA	Lophodytes cucullatus	NA
EPI3115081|A/owl/Austria/24020512-001/2024	A/owl/Austria/24020512-001/2024	avian_flu	EPI_ISL_18983107	2024-02-14	Europe	Austria	Lower Austria	NA	Wild bird	Wild
EPI2540348|A/Larus_argentatus/Belgium/08182_0012/2022	A/Larus_argentatus/Belgium/08182_0012/2022	avian_flu	EPI_ISL_17606776	2022-06-17	Europe	Belgium	Provincie West-Vlaanderen	Sint-Idesbald	Wild bird	Wild
EPI2540340|A/Numenius_arquata/Belgium/01456_0003/2023	A/Numenius_arquata/Belgium/01456_0003/2023	avian_flu	EPI_ISL_17606759	2023-02-16	Europe	Belgium	Provincie West-Vlaanderen	Nieuwpoort	Wild bird	Wild
EPI2415423|A/Morus_bassanus/Belgium/08182_0015/2022	A/Morus_bassanus/Belgium/08182_0015/2022	avian_flu	EPI_ISL_16985439	2022-06-22	Europe	Belgium	Provincie West-Vlaanderen	NA	Wild bird	Wild
NA	A/Pelecanus occidentalis/Venezuela/4S8/2022	avian_flu	EPI_ISL_16854409	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/4S7/2022	avian_flu	EPI_ISL_16854408	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/4S6/2022	avian_flu	EPI_ISL_16854407	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/4S5/2022	avian_flu	EPI_ISL_16854406	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
EPI2381009|A/Pelecanus occidentalis/Venezuela/4S4/2022	A/Pelecanus occidentalis/Venezuela/4S4/2022	avian_flu	EPI_ISL_16854405	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/4S3/2022	avian_flu	EPI_ISL_16854404	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/4S2/2022	avian_flu	EPI_ISL_16854403	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/4S1/2022	avian_flu	EPI_ISL_16854402	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S8/2022	avian_flu	EPI_ISL_16854401	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S7/2022	avian_flu	EPI_ISL_16854400	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S6/2022	avian_flu	EPI_ISL_16854399	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S5/2022	avian_flu	EPI_ISL_16854398	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
EPI2381001|A/Pelecanus occidentalis/Venezuela/3S4/2022	A/Pelecanus occidentalis/Venezuela/3S4/2022	avian_flu	EPI_ISL_16854397	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S3/2022	avian_flu	EPI_ISL_16854396	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S2/2022	avian_flu	EPI_ISL_16854395	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
NA	A/Pelecanus occidentalis/Venezuela/3S1/2022	avian_flu	EPI_ISL_16854394	2022-11-25	South America	Venezuela, Bolivarian Republic of	NA	NA	Wild bird	NA
EPI2136047|A/vulture/France/22P018210/2022	A/vulture/France/22P018210/2022	avian_flu	EPI_ISL_14722960	2022-05-09	Europe	France	Rhone-Alpes	Departement de la Drome	Wild bird	Wild
EPI2120775|2022-wk31-10_HA_H5	A/White Stork/Netherlands/22012028-002/2022	avian_flu	EPI_ISL_14298226	2022-07-07	Europe	Netherlands	Provincie Noord-Holland	NA	Wild bird	NA
EPI2120767|2022-wk31-09_HA_H5	A/White-tailed Eagle/Netherlands/22012054-001/2022	avian_flu	EPI_ISL_14298225	2022-07-09	Europe	Netherlands	Provincie Overijssel	NA	Wild bird	NA
EPI3394294|A/mallard/Italy/22VIR9219-6/2022_HA	A/mallard/Italy/22VIR9219-6/2022	avian_flu	EPI_ISL_19213570	2022-09-29	Europe	Italy	NA	NA	Mallard	NA
EPI3054395|2024-wk08-09_HA_H5	A/Mallard/Netherlands/24001874-001/2024	avian_flu	EPI_ISL_18918834	2024-01-30	Europe	Netherlands	Provincie Utrecht	NA	Mallard	NA
EPI2648205|A/mallard/Poland/MB105/2023_HA	A/mallard/Poland/MB105/2023	avian_flu	EPI_ISL_18033199	2023-03-01	Europe	Poland	NA	NA	Mallard	NA
EPI2017135|Seq4 [organism=Influenza A virus](A/mallard/New York/22-008760-007-original/2022(H5N1)) segment 4, hemagglutinin HA (HA) gene, c	A/mallard/New York/22-008760-007/2022	avian_flu	EPI_ISL_11971491	2022-03-22	North America	United States	New York	Suffolk	Mallard	NA
EPI3054403|2024-wk08-10_HA_H5	A/Greylag Goose/Netherlands/24002303-002/2024	avian_flu	EPI_ISL_18918835	2024-01-28	Europe	Netherlands	Provincie Friesland	NA	Greylag goose	NA
EPI2555803|A/Graylag goose/Sweden/SVA230322SZ0317/FB000873/H-2023	A/Graylag goose/Sweden/SVA230322SZ0317/FB000873/H-2023	avian_flu	EPI_ISL_17672261	2023-03-28	Europe	Sweden	Kalmar Lan	Kalmar Kommun	Greylag goose	Wild
EPI2415345|A/Anser_anser/Belgium/00286_0004/2023	A/Anser_anser/Belgium/00286_0004/2023	avian_flu	EPI_ISL_16984642	2023-01-02	Europe	Belgium	Provincie Limburg	Lanaken	Greylag goose	Wild
EPI2188347|A/bald eagle/Kansas/W22-185/2022	A/bald eagle/Kansas/W22-185/2022	avian_flu	EPI_ISL_15215280	2022-03-06	North America	United States	NA	NA	Haliaeetus leucocephalus	NA
EPI2188323|A/bald eagle/North Carolina/W22-140/2022	A/bald eagle/North Carolina/W22-140/2022	avian_flu	EPI_ISL_15215277	2022-02-22	North America	United States	NA	NA	Haliaeetus leucocephalus	NA
EPI2188235|A/bald eagle/Florida/W22-153A/2022	A/bald eagle/Florida/W22-153A/2022	avian_flu	EPI_ISL_15214839	2022-02-28	North America	United States	NA	NA	Haliaeetus leucocephalus	NA
EPI2188180|A/bald eagle/Florida/W22-153B/2022	A/bald eagle/Florida/W22-153B/2022	avian_flu	EPI_ISL_15214832	2022-02-28	North America	United States	NA	NA	Haliaeetus leucocephalus	NA
EPI2557423|A/black-headed gull /Sweden/SVA230424SZ0189/FB1181/AB-2023	A/black-headed gull /Sweden/SVA230424SZ0189/FB1181/AB-2023	avian_flu	EPI_ISL_17673036	2023-04-24	Europe	Sweden	Stockholms Lan	Solna Kommun	Chroicocephalus ridibundus	Wild
EPI2557255|A/black-headed gull /Sweden/SVA230424SZ0189/FB1178/AB-2023	A/black-headed gull /Sweden/SVA230424SZ0189/FB1178/AB-2023	avian_flu	EPI_ISL_17672954	2023-04-24	Europe	Sweden	Stockholms Lan	Solna Kommun	Chroicocephalus ridibundus	Wild
EPI2415390|A/Chroicocephalus_ridibundus/Belgium/00226_0001/2023	A/Chroicocephalus_ridibundus/Belgium/00226_0001/2023	avian_flu	EPI_ISL_16984863	2023-01-02	Europe	Belgium	Province de Hainaut	Péronnes-Lez-Antoing	Chroicocephalus ridibundus	Wild
EPI2415353|A/Chroicocephalus_ridibundus/Belgium/00132_0002/2022	A/Chroicocephalus_ridibundus/Belgium/00132_0002/2022	avian_flu	EPI_ISL_16984685	2022-12-28	Europe	Belgium	Provincie West-Vlaanderen	Oostende	Chroicocephalus ridibundus	Wild
EPI3054379|2024-wk08-07_HA_H5	A/Barnacle Goose/Netherlands/24000825-002/2024	avian_flu	EPI_ISL_18918831	2024-01-11	Europe	Netherlands	South Holland	NA	Branta leucopsis	NA
EPI2555811|A/barnacle goose /Sweden/SVA230403SZ0115/FB000973/M-2023	A/barnacle goose /Sweden/SVA230403SZ0115/FB000973/M-2023	avian_flu	EPI_ISL_17672262	2023-03-28	Europe	Sweden	Skane Lan	Kristianstads Kommun	Branta leucopsis	Wild
EPI2056405|A/Chicken/BC/FAV-0402-OS/2022	A/Chicken/BC/FAV-0402-OS/2022	avian_flu	EPI_ISL_13117288	2022-05-12	North America	Canada	British Columbia	NA	Gallus gallus domesticus	Domestic
EPI1956834|A/chicken/Croatia/7/2022	A/chicken/Croatia/7/2022	avian_flu	EPI_ISL_8694715	2022-01-10	Europe	Croatia	Osjecko-Baranjska Zupanija	Branjin vrh	Gallus gallus domesticus	Domestic
EPI2648248|A/black-headed_gull/Poland/MB238-m3/2023_HA	A/black-headed_gull/Poland/MB238-m3/2023	avian_flu	EPI_ISL_18033242	2023-05-31	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648247|A/black-headed_gull/Poland/MB237-T3/2023_HA	A/black-headed_gull/Poland/MB237-T3/2023	avian_flu	EPI_ISL_18033241	2023-05-30	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648245|A/black-headed_gull/Poland/MB238-m1-2/2023_HA	A/black-headed_gull/Poland/MB238-m1-2/2023	avian_flu	EPI_ISL_18033239	2023-05-31	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648244|A/black-headed_gull/Poland/MB221-TKLM/2023_HA	A/black-headed_gull/Poland/MB221-TKLM/2023	avian_flu	EPI_ISL_18033238	2023-05-17	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648240|A/black-headed_gull/Poland/MB211/2023_HA	A/black-headed_gull/Poland/MB211/2023	avian_flu	EPI_ISL_18033234	2023-05-14	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648239|A/black-headed_gull/Poland/MB210/2023_HA	A/black-headed_gull/Poland/MB210/2023	avian_flu	EPI_ISL_18033233	2023-05-16	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648238|A/black-headed_gull/Poland/MB209-NJ/2023_HA	A/black-headed_gull/Poland/MB209-NJ/2023	avian_flu	EPI_ISL_18033232	NA	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648235|A/black-headed_gull/Poland/MB198-NJ/2023_HA	A/black-headed_gull/Poland/MB198-NJ/2023	avian_flu	EPI_ISL_18033229	2023-05-11	Europe	Poland	NA	NA	Black-headed gull	NA
