HA Segment_Id	strain	virus	isolate_id	date	region	country	division	location	host	domestic_status
EPI3324440|A/mallard/Alasca/22-036139-025/2022_HA	A/mallard/Alaska/22-036139-025/2022	avian_flu	EPI_ISL_19158324	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324420|A/mallard/Alasca/22-036139-029/2022_HA	A/mallard/Alaska/22-036139-029/2022	avian_flu	EPI_ISL_19158323	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324400|A/mallard/Alasca/22-036139-030/2022_HA	A/mallard/Alaska/22-036139-030/2022	avian_flu	EPI_ISL_19158322	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324380|A/mallard/Alasca/22-036139-032/2022_HA	A/mallard/Alaska/22-036139-032/2022	avian_flu	EPI_ISL_19158321	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324360|A/mallard/Alasca/22-036139-037/2022_HA	A/mallard/Alaska/22-036139-037/2022	avian_flu	EPI_ISL_19158320	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324340|A/mallard/Alasca/22-036139-048/2022_HA	A/mallard/Alaska/22-036139-048/2022	avian_flu	EPI_ISL_19158319	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324325|A/mallard/Alasca/22-036139-054/2022_HA	A/mallard/Alaska/22-036139-054/2022	avian_flu	EPI_ISL_19158318	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324308|A/mallard/Alasca/22-036139-057/2022_HA	A/mallard/Alaska/22-036139-057/2022	avian_flu	EPI_ISL_19158317	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324293|A/mallard/Alasca/22-036139-058/2022_HA	A/mallard/Alaska/22-036139-058/2022	avian_flu	EPI_ISL_19158316	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324273|A/mallard/Alasca/22-036139-060/2022_HA	A/mallard/Alaska/22-036139-060/2022	avian_flu	EPI_ISL_19158315	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324253|A/mallard/Alasca/22-036139-062/2022_HA	A/mallard/Alaska/22-036139-062/2022	avian_flu	EPI_ISL_19158314	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324214|A/mallard/Alasca/22-036139-063/2022_HA	A/mallard/Alaska/22-036139-063/2022	avian_flu	EPI_ISL_19158313	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324196|A/mallard/Alasca/22-036139-081/2022_HA	A/mallard/Alaska/22-036139-081/2022	avian_flu	EPI_ISL_19158312	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324176|A/mallard/Alasca/22-036139-092/2022_HA	A/mallard/Alaska/22-036139-092/2022	avian_flu	EPI_ISL_19158311	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324156|A/mallard/Alasca/IZ22_0392/2022_HA	A/mallard/Alaska/IZ22_0392/2022	avian_flu	EPI_ISL_19158310	2022-09-16	North America	United States	Alaska	NA	Duck	NA
EPI3324135|A/mallard/Alasca/IZ22_0766/2022_HA	A/mallard/Alaska/IZ22_0766/2022	avian_flu	EPI_ISL_19158309	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3324117|A/mallard/Alasca/IZ22_0788/2022_HA	A/mallard/Alaska/IZ22_0788/2022	avian_flu	EPI_ISL_19158308	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3324102|A/mallard/Alasca/IZ22_0791/2022_HA	A/mallard/Alaska/IZ22_0791/2022	avian_flu	EPI_ISL_19158307	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3324094|A/mallard/Alasca/IZ22_0879/2022_HA	A/mallard/Alaska/IZ22_0879/2022	avian_flu	EPI_ISL_19158306	2022-10-09	North America	United States	Alaska	NA	Duck	NA
EPI3324086|A/mallard/Alasca/IZ22_0894/2022_HA	A/mallard/Alaska/IZ22_0894/2022	avian_flu	EPI_ISL_19158305	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3324080|A/mallard/Alasca/22-036139-016/2022_HA	A/mallard/Alaska/22-036139-016/2022	avian_flu	EPI_ISL_19158304	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324072|A/mallard/Alasca/22-036139-015/2022_HA	A/mallard/Alaska/22-036139-015/2022	avian_flu	EPI_ISL_19158303	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324067|A/mallard/Alasca/22-036139-002/2022_HA	A/mallard/Alaska/22-036139-002/2022	avian_flu	EPI_ISL_19158302	2022-11-02	North America	United States	Alaska	NA	Duck	NA
EPI3324059|A/green-winged teal/Alasca/22-031399-019/2022_HA	A/green-winged teal/Alaska/22-031399-019/2022	avian_flu	EPI_ISL_19158301	2022-09-02	North America	United States	Alaska	NA	Duck	NA
EPI3323999|A/green-winged teal/Alasca/22-029101-004/2022_HA	A/green-winged teal/Alaska/22-029101-004/2022	avian_flu	EPI_ISL_19158293	2022-09-05	North America	United States	Alaska	NA	Duck	NA
EPI3323993|A/green-winged teal/Alasca/22-031399-018/2022_HA	A/green-winged teal/Alaska/22-031399-018/2022	avian_flu	EPI_ISL_19158292	2022-09-02	North America	United States	Alaska	NA	Duck	NA
EPI3323987|A/green-winged teal/Alasca/22-034094-004/2022_HA	A/green-winged teal/Alaska/22-034094-004/2022	avian_flu	EPI_ISL_19158291	2022-09-18	North America	United States	Alaska	NA	Duck	NA
EPI3323979|A/mallard/Alasca/22-033369-001/2022_HA	A/mallard/Alaska/22-033369-001/2022	avian_flu	EPI_ISL_19158290	2022-09-06	North America	United States	Alaska	NA	Duck	NA
EPI3323971|A/green-winged teal/Alasca/IZ22_0195/2022_HA	A/green-winged teal/Alaska/IZ22_0195/2022	avian_flu	EPI_ISL_19158289	2022-09-07	North America	United States	Alaska	NA	Duck	NA
EPI3323963|A/green-winged teal/Alasca/IZ22_0887/2022_HA	A/green-winged teal/Alaska/IZ22_0887/2022	avian_flu	EPI_ISL_19158288	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3323950|A/mallard/Alasca/22-018767-001/2022_HA	A/mallard/Alaska/22-018767-001/2022	avian_flu	EPI_ISL_19158286	2022-06-07	North America	United States	Alaska	NA	Duck	NA
EPI3323942|A/mallard/Alasca/22-018767-003/2022_HA	A/mallard/Alaska/22-018767-003/2022	avian_flu	EPI_ISL_19158285	2022-06-08	North America	United States	Alaska	NA	Duck	NA
EPI3323934|A/mallard/Alasca/22-026137-025/2022_HA	A/mallard/Alaska/22-026137-025/2022	avian_flu	EPI_ISL_19158284	2022-08-08	North America	United States	Alaska	NA	Duck	NA
EPI3323926|A/mallard/Alasca/22-026137-045/2022_HA	A/mallard/Alaska/22-026137-045/2022	avian_flu	EPI_ISL_19158283	2022-08-09	North America	United States	Alaska	NA	Duck	NA
EPI3323920|A/mallard/Alasca/22-029097-002/2022_HA	A/mallard/Alaska/22-029097-002/2022	avian_flu	EPI_ISL_19158282	2022-09-03	North America	United States	Alaska	NA	Duck	NA
EPI3323913|A/mallard/Alasca/22-029101-001/2022_HA	A/mallard/Alaska/22-029101-001/2022	avian_flu	EPI_ISL_19158281	2022-09-05	North America	United States	Alaska	NA	Duck	NA
EPI3323907|A/northern pintail/Alasca/22-028247-007/2022_HA	A/northern pintail/Alaska/22-028247-007/2022	avian_flu	EPI_ISL_19158280	2022-08-16	North America	United States	Alaska	NA	Duck	NA
EPI3323900|A/northern pintail/Alasca/22-029101-003/2022_HA	A/northern pintail/Alaska/22-029101-003/2022	avian_flu	EPI_ISL_19158279	2022-09-05	North America	United States	Alaska	NA	Duck	NA
EPI3323884|A/northern pintail/Alasca/22-031399-012/2022_HA	A/northern pintail/Alaska/22-031399-012/2022	avian_flu	EPI_ISL_19158277	2022-09-02	North America	United States	Alaska	NA	Duck	NA
EPI3323878|A/northern pintail/Alasca/IZ22_0760/2022_HA	A/northern pintail/Alaska/IZ22_0760/2022	avian_flu	EPI_ISL_19158276	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323873|A/northern pintail/Alasca/IZ22_0761/2022_HA	A/northern pintail/Alaska/IZ22_0761/2022	avian_flu	EPI_ISL_19158275	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323867|A/northern pintail/Alasca/IZ22_0762/2022_HA	A/northern pintail/Alaska/IZ22_0762/2022	avian_flu	EPI_ISL_19158274	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323860|A/northern pintail/Alasca/IZ22_0763/2022_HA	A/northern pintail/Alaska/IZ22_0763/2022	avian_flu	EPI_ISL_19158273	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323853|A/northern pintail/Alasca/IZ22_0765/2022_HA	A/northern pintail/Alaska/IZ22_0765/2022	avian_flu	EPI_ISL_19158272	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323845|A/northern pintail/Alasca/IZ22_0767/2022_HA	A/northern pintail/Alaska/IZ22_0767/2022	avian_flu	EPI_ISL_19158271	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323837|A/northern pintail/Alasca/IZ22_0783/2022_HA	A/northern pintail/Alaska/IZ22_0783/2022	avian_flu	EPI_ISL_19158270	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323829|A/northern pintail/Alasca/IZ22_0798/2022_HA	A/northern pintail/Alaska/IZ22_0798/2022	avian_flu	EPI_ISL_19158269	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323821|A/northern pintail/Alasca/IZ22_0800/2022_HA	A/northern pintail/Alaska/IZ22_0800/2022	avian_flu	EPI_ISL_19158268	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323813|A/northern pintail/Alasca/IZ22_0809/2022_HA	A/northern pintail/Alaska/IZ22_0809/2022	avian_flu	EPI_ISL_19158267	2022-10-02	North America	United States	Alaska	NA	Duck	NA
EPI3323805|A/northern pintail/Alasca/IZ22_0812/2022_HA	A/northern pintail/Alaska/IZ22_0812/2022	avian_flu	EPI_ISL_19158266	2022-10-02	North America	United States	Alaska	NA	Duck	NA
EPI3323797|A/northern pintail/Alasca/IZ22_0821/2022_HA	A/northern pintail/Alaska/IZ22_0821/2022	avian_flu	EPI_ISL_19158265	2022-10-02	North America	United States	Alaska	NA	Duck	NA
EPI3323791|A/northern shoveler/Alasca/22-034096-003/2022_HA	A/northern shoveler/Alaska/22-034096-003/2022	avian_flu	EPI_ISL_19158264	2022-09-25	North America	United States	Alaska	NA	Duck	NA
EPI3323785|A/northern shoveler/Alasca/IZ22_0892/2022_HA	A/northern shoveler/Alaska/IZ22_0892/2022	avian_flu	EPI_ISL_19158263	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3323722|A/northern pintail/Alasca/IZ22_0759/2022_HA	A/northern pintail/Alaska/IZ22_0759/2022	avian_flu	EPI_ISL_19158255	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323714|A/northern pintail/Alasca/IZ22_0751/2022_HA	A/northern pintail/Alaska/IZ22_0751/2022	avian_flu	EPI_ISL_19158254	2022-09-30	North America	United States	Alaska	NA	Duck	NA
EPI3323706|A/northern pintail/Alasca/IZ22_0685/2022_HA	A/northern pintail/Alaska/IZ22_0685/2022	avian_flu	EPI_ISL_19158253	2022-09-28	North America	United States	Alaska	NA	Duck	NA
EPI3323698|A/northern pintail/Alasca/IZ22_0270/2022_HA	A/northern pintail/Alaska/IZ22_0270/2022	avian_flu	EPI_ISL_19158252	2022-09-12	North America	United States	Alaska	NA	Duck	NA
EPI3323690|A/northern pintail/Alasca/22-031399-015/2022_HA	A/northern pintail/Alaska/22-031399-015/2022	avian_flu	EPI_ISL_19158251	2022-09-02	North America	United States	Alaska	NA	Duck	NA
EPI3323683|A/northern pintail/Alasca/22-034099-001/2022_HA	A/northern pintail/Alaska/22-034099-001/2022	avian_flu	EPI_ISL_19158250	2022-10-05	North America	United States	Alaska	NA	Duck	NA
EPI3323676|A/northern pintail/Alasca/22-039438-001/2022_HA	A/northern pintail/Alaska/22-039438-001/2022	avian_flu	EPI_ISL_19158249	2022-09-02	North America	United States	Alaska	NA	Duck	NA
NA	A/northern pintail/Alaska/IZ22_0073/2022	avian_flu	EPI_ISL_19158248	2022-09-02	North America	United States	Alaska	NA	Duck	NA
EPI3323667|A/northern pintail/Alasca/IZ22_0154/2022_HA	A/northern pintail/Alaska/IZ22_0154/2022	avian_flu	EPI_ISL_19158247	2022-09-07	North America	United States	Alaska	NA	Duck	NA
EPI3323659|A/northern pintail/Alasca/IZ22_0226/2022_HA	A/northern pintail/Alaska/IZ22_0226/2022	avian_flu	EPI_ISL_19158246	2022-09-09	North America	United States	Alaska	NA	Duck	NA
EPI3323651|A/northern pintail/Alasca/IZ22_0227/2022_HA	A/northern pintail/Alaska/IZ22_0227/2022	avian_flu	EPI_ISL_19158245	2022-09-09	North America	United States	Alaska	NA	Duck	NA
EPI3323643|A/northern pintail/Alasca/IZ22_0228/2022_HA	A/northern pintail/Alaska/IZ22_0228/2022	avian_flu	EPI_ISL_19158244	2022-09-09	North America	United States	Alaska	NA	Duck	NA
EPI3323635|A/northern pintail/Alasca/IZ22_0229/2022_HA	A/northern pintail/Alaska/IZ22_0229/2022	avian_flu	EPI_ISL_19158243	2022-09-09	North America	United States	Alaska	NA	Duck	NA
EPI3323627|A/northern pintail/Alasca/IZ22_0273/2022_HA	A/northern pintail/Alaska/IZ22_0273/2022	avian_flu	EPI_ISL_19158242	2022-09-12	North America	United States	Alaska	NA	Duck	NA
EPI3323619|A/northern pintail/Alasca/IZ22_0637/2022_HA	A/northern pintail/Alaska/IZ22_0637/2022	avian_flu	EPI_ISL_19158241	2022-09-28	North America	United States	Alaska	NA	Duck	NA
EPI3323611|A/northern pintail/Alasca/IZ22_0326/2022_HA	A/northern pintail/Alaska/IZ22_0326/2022	avian_flu	EPI_ISL_19158240	2022-09-14	North America	United States	Alaska	NA	Duck	NA
EPI3323603|A/northern pintail/Alasca/IZ22_0327/2022_HA	A/northern pintail/Alaska/IZ22_0327/2022	avian_flu	EPI_ISL_19158239	2022-09-14	North America	United States	Alaska	NA	Duck	NA
EPI3323595|A/northern pintail/Alasca/IZ22_0333/2022_HA	A/northern pintail/Alaska/IZ22_0333/2022	avian_flu	EPI_ISL_19158238	2022-09-14	North America	United States	Alaska	NA	Duck	NA
EPI3323587|A/northern pintail/Alasca/IZ22_0335/2022_HA	A/northern pintail/Alaska/IZ22_0335/2022	avian_flu	EPI_ISL_19158237	2022-09-14	North America	United States	Alaska	NA	Duck	NA
EPI3323583|A/northern pintail/Alasca/IZ22_0355/2022_HA	A/northern pintail/Alaska/IZ22_0355/2022	avian_flu	EPI_ISL_19158236	2022-09-14	North America	United States	Alaska	NA	Duck	NA
EPI3323576|A/northern pintail/Alasca/IZ22_0615/2022_HA	A/northern pintail/Alaska/IZ22_0615/2022	avian_flu	EPI_ISL_19158235	2022-09-28	North America	United States	Alaska	NA	Duck	NA
EPI3323568|A/northern pintail/Alasca/IZ22_0623/2022_HA	A/northern pintail/Alaska/IZ22_0623/2022	avian_flu	EPI_ISL_19158234	2022-09-28	North America	United States	Alaska	NA	Duck	NA
EPI3323560|A/northern pintail/Alasca/IZ22_0624/2022_HA	A/northern pintail/Alaska/IZ22_0624/2022	avian_flu	EPI_ISL_19158233	2022-09-28	North America	United States	Alaska	NA	Duck	NA
EPI3323552|A/northern pintail/Alasca/IZ22_0627/2022_HA	A/northern pintail/Alaska/IZ22_0627/2022	avian_flu	EPI_ISL_19158232	2022-09-28	North America	United States	Alaska	NA	Duck	NA
EPI3323237|A/eider/Alasca/22-031265-003/2022_HA	A/eider/Alaska/22-031265-003/2022	avian_flu	EPI_ISL_19158192	2022-09-20	North America	United States	Alaska	NA	Duck	NA
EPI3323222|A/gadwall/Alasca/IZ22_0441/2022_HA	A/gadwall/Alaska/IZ22_0441/2022	avian_flu	EPI_ISL_19158190	2022-09-20	North America	United States	Alaska	NA	Duck	NA
EPI3323214|A/gadwall/Alasca/IZ22_0442/2022_HA	A/gadwall/Alaska/IZ22_0442/2022	avian_flu	EPI_ISL_19158189	2022-09-20	North America	United States	Alaska	NA	Duck	NA
EPI3323206|A/gadwall/Alasca/IZ22_0885/2022_HA	A/gadwall/Alaska/IZ22_0885/2022	avian_flu	EPI_ISL_19158188	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3323198|A/gadwall/Alasca/IZ22_0889/2022_HA	A/gadwall/Alaska/IZ22_0889/2022	avian_flu	EPI_ISL_19158187	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3322836|A/American wigeon/Alasca/22-034097-002/2022_HA	A/American wigeon/Alaska/22-034097-002/2022	avian_flu	EPI_ISL_19158159	2022-10-01	North America	United States	Alaska	NA	Duck	NA
EPI3063007|R126-BC65_H5v4	A/domestic_duck/Czech_Republic/2268-7/2024	avian_flu	EPI_ISL_18929000	2024-02-04	Europe	Czech Republic	Vysocina Kraj	Okres Trebic	Duck	Domestic
EPI3062999|R126-BC62_H5v4	A/domestic_duck/Czech_Republic/2268-5/2024	avian_flu	EPI_ISL_18928999	2024-02-04	Europe	Czech Republic	Vysocina Kraj	Okres Trebic	Duck	Domestic
EPI3062991|R126-BC60_H5v4	A/domestic_duck/Czech_Republic/2268-2orig/2024	avian_flu	EPI_ISL_18928998	2024-02-04	Europe	Czech Republic	Vysocina Kraj	Okres Trebic	Duck	Domestic
EPI3062983|R126-BC53_H5v4	A/domestic_duck/Czech_Republic/2268-1orig/2024	avian_flu	EPI_ISL_18928997	2024-02-04	Europe	Czech Republic	Vysocina Kraj	Okres Trebic	Duck	Domestic
EPI3062931|R126-BC66_H5v4	A/domestic_duck/Czech_Republic/2270-3orig/2024	avian_flu	EPI_ISL_18928989	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Rakovnik	Duck	Domestic
EPI3062899|R126-BC86_H5v2	A/domestic_duck/Czech_Republic/2270-4/2024	avian_flu	EPI_ISL_18928985	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Rakovnik	Duck	Domestic
EPI3062891|R126-BC76_H5v2	A/domestic_duck/Czech_Republic/2270-2/2024	avian_flu	EPI_ISL_18928984	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Rakovnik	Duck	Domestic
EPI2894967|HA A/Muscovy duck/New Jersey/23-027703-003-original/2023(H5N1)	A/Muscovy duck/New Jersey/23-027703-003/2023	avian_flu	EPI_ISL_18731618	2023-09-13	North America	United States	New Jersey	Union County	Duck	Domestic
EPI2779966|A/muscovy duck/Banjarbaru/A0523532-9/2023	A/muscovy duck/Banjarbaru/A0523532-9/2023	avian_flu	EPI_ISL_18438033	2023-07-24	Asia	Indonesia	South Kalimantan	Banjarbaru, South Kalimantan	Duck	Domestic
EPI2576462|A/Chicken/Austria/23011278-027/2023_segment_4	A/domestic duck/Austria/23011278-027/2023	avian_flu	EPI_ISL_17716062	2023-01-31	Europe	Austria	Bundesland Oberosterreich	Braunau am Inn	Duck	NA
EPI2576454|A/domestic duck/Austria/23011278-023/2023_segment_4	A/domestic duck/Austria/23011278-023/2023	avian_flu	EPI_ISL_17716061	2023-01-31	Europe	Austria	Bundesland Oberosterreich	Braunau am Inn	Duck	NA
EPI2576446|A/duck/Austria/23011160-001/2023_segment_4	A/duck/Austria/23011160-001/2023	avian_flu	EPI_ISL_17716060	2023-01-31	Europe	Austria	Bundesland Tirol	Kufstein	Duck	NA
EPI2536856|A/duck/France/22083/2022	A/duck/France/22083/2022	avian_flu	EPI_ISL_17584750	2022-02-11	Europe	France	NA	NA	Duck	NA
EPI2536855|A/duck/France/22077/2022	A/duck/France/22077/2022	avian_flu	EPI_ISL_17584749	2022-02-04	Europe	France	NA	NA	Duck	NA
EPI2536854|A/duck/France/22036/2022	A/duck/France/22036/2022	avian_flu	EPI_ISL_17584748	2022-01-19	Europe	France	NA	NA	Duck	NA
EPI2536853|A/duck/France/22030/2022	A/duck/France/22030/2022	avian_flu	EPI_ISL_17584747	2022-01-14	Europe	France	NA	NA	Duck	NA
EPI2536852|A/duck/France/22029/2022	A/duck/France/22029/2022	avian_flu	EPI_ISL_17584746	2022-01-14	Europe	France	NA	NA	Duck	NA
EPI2536851|A/duck/France/22027/2022	A/duck/France/22027/2022	avian_flu	EPI_ISL_17584745	2022-01-11	Europe	France	NA	NA	Duck	NA
EPI2536850|A/duck/France/22010/2022	A/duck/France/22010/2022	avian_flu	EPI_ISL_17584744	2022-01-03	Europe	France	NA	NA	Duck	NA
EPI2536849|A/duck/France/22008/2022	A/duck/France/22008/2022	avian_flu	EPI_ISL_17584743	2022-01-09	Europe	France	NA	NA	Duck	NA
EPI2536848|A/duck/France/22005/2022	A/duck/France/22005/2022	avian_flu	EPI_ISL_17584742	2022-01-04	Europe	France	NA	NA	Duck	NA
EPI2198860|A/domestic_duck/England/133439/2022|HA	A/domestic_duck/England/133439/2022	avian_flu	EPI_ISL_15586130	2022-10-18	Europe	United Kingdom	England	NA	Duck	NA
EPI2198852|A/domestic_duck/England/133434/2022|HA	A/domestic_duck/England/133434/2022	avian_flu	EPI_ISL_15586129	2022-10-17	Europe	United Kingdom	England	NA	Duck	NA
EPI2198844|A/domestic_duck/England/132948/2022|HA	A/domestic_duck/England/132948/2022	avian_flu	EPI_ISL_15586128	2022-10-13	Europe	United Kingdom	England	NA	Duck	NA
EPI2198836|A/domestic_duck/England/131065/2022|HA	A/domestic_duck/England/131065/2022	avian_flu	EPI_ISL_15586127	2022-10-12	Europe	United Kingdom	England	NA	Duck	NA
EPI2198828|A/domestic_duck/England/130575/2022|HA	A/domestic_duck/England/130575/2022	avian_flu	EPI_ISL_15586126	2022-10-12	Europe	United Kingdom	England	NA	Duck	NA
EPI2198820|A/domestic_duck/England/129575/2022|HA	A/domestic_duck/England/129575/2022	avian_flu	EPI_ISL_15586125	2022-10-02	Europe	United Kingdom	England	NA	Duck	NA
EPI2198812|A/domestic_duck/England/125290/2022|HA	A/domestic_duck/England/125290/2022	avian_flu	EPI_ISL_15586124	2022-09-20	Europe	United Kingdom	England	NA	Duck	NA
EPI2198804|A/domestic_duck/England/119203/2022|HA	A/domestic_duck/England/119203/2022	avian_flu	EPI_ISL_15586123	2022-09-15	Europe	United Kingdom	England	NA	Duck	NA
EPI2198796|A/domestic_duck/England/117887/2022|HA	A/domestic_duck/England/117887/2022	avian_flu	EPI_ISL_15586122	2022-09-09	Europe	United Kingdom	England	NA	Duck	NA
EPI2198756|A/Whistling_Duck/England/128441/2022|HA	A/Whistling_Duck/England/128441/2022	avian_flu	EPI_ISL_15586117	2022-10-07	Europe	United Kingdom	England	NA	Duck	NA
EPI2198740|A/Domestic_Duck/England/134956/2022|HA	A/Domestic_Duck/England/134956/2022	avian_flu	EPI_ISL_15586115	2022-10-19	Europe	United Kingdom	England	NA	Duck	NA
EPI2198732|A/Domestic_Duck/England/134267/2022|HA	A/Domestic_Duck/England/134267/2022	avian_flu	EPI_ISL_15586114	2022-10-18	Europe	United Kingdom	England	NA	Duck	NA
EPI2198724|A/Domestic_Duck/England/128927/2022|HA	A/Domestic_Duck/England/128927/2022	avian_flu	EPI_ISL_15586113	2022-10-09	Europe	United Kingdom	England	NA	Duck	NA
EPI2198716|A/Domestic_Duck/England/128822/2022|HA	A/Domestic_Duck/England/128822/2022	avian_flu	EPI_ISL_15586112	2022-10-09	Europe	United Kingdom	England	NA	Duck	NA
EPI2198708|A/Domestic_Duck/England/128721/2022|HA	A/Domestic_Duck/England/128721/2022	avian_flu	EPI_ISL_15586111	2022-10-08	Europe	United Kingdom	England	NA	Duck	NA
EPI2198700|A/Domestic_Duck/England/128591/2022|HA	A/Domestic_Duck/England/128591/2022	avian_flu	EPI_ISL_15586110	2022-10-08	Europe	United Kingdom	England	NA	Duck	NA
EPI2198692|A/Domestic_Duck/England/128223/2022|HA	A/Domestic_Duck/England/128223/2022	avian_flu	EPI_ISL_15586109	2022-10-06	Europe	United Kingdom	England	NA	Duck	NA
EPI2198684|A/Carolina_Duck/England/128445/2022|HA	A/Carolina_Duck/England/128445/2022	avian_flu	EPI_ISL_15586108	2022-10-07	Europe	United Kingdom	England	NA	Duck	NA
EPI2198676|A/Bufflehead_Duck/Northern_Ireland/012321/2022|HA	A/Bufflehead_Duck/Northern_Ireland/012321/2022	avian_flu	EPI_ISL_15586107	2022-10-10	Europe	United Kingdom	Northern Ireland	NA	Duck	NA
EPI2029874|8.4	A/duck/Hubei/SE220/2022(H5N1)	avian_flu	EPI_ISL_12572659	2022-01-10	Asia	China	Hubei	NA	Duck	NA
EPI2029866|7.4	A/duck/Hubei/SE128/2022(H5N1)	avian_flu	EPI_ISL_12572658	2022-01-10	Asia	China	Hubei	NA	Duck	NA
EPI2029850|5.4	A/duck/Guizhou/S1321/2022(H5N1)	avian_flu	EPI_ISL_12572656	2022-02-22	Asia	China	Guizhou	NA	Duck	NA
EPI2536932|BC33[H5]	A/domestic_duck/Czech_Reublic/22394/2022	avian_flu	EPI_ISL_17584807	2022-12-01	Europe	Czech Republic	Jihocesky Kraj	Okres Jindrichuv Hradec	Anas platyrhynchos	Domestic
EPI3323528|A/bald eagle/Alasca/22-040391-003/2022_HA	A/bald eagle/Alaska/22-040391-003/2022	avian_flu	EPI_ISL_19158229	2022-12-04	North America	United States	Alaska	NA	Eagle	NA
EPI3323488|A/bald eagle/Alasca/22-013001-001/2022_HA	A/bald eagle/Alaska/22-013001-001/2022	avian_flu	EPI_ISL_19158224	2022-04-26	North America	United States	Alaska	NA	Eagle	NA
EPI3323480|A/bald eagle/Alasca/22-013831-001/2022_HA	A/bald eagle/Alaska/22-013831-001/2022	avian_flu	EPI_ISL_19158223	2022-04-27	North America	United States	Alaska	NA	Eagle	NA
EPI3323472|A/bald eagle/Alasca/22-014969-001/2022_HA	A/bald eagle/Alaska/22-014969-001/2022	avian_flu	EPI_ISL_19158222	2022-05-09	North America	United States	Alaska	NA	Eagle	NA
